GiftId,TripId
20293,20
23284,20
20701,20
53429,20
43588,20
80015,20
78279,20
59418,20
55839,20
49432,20
48320,20
45845,20
34835,20
28735,20
28299,20
20712,20
19475,20
13222,20
5214,20
97571,20
11842,21
29328,21
91521,21
9624,21
88771,21
83200,21
81389,21
56112,21
64298,21
59499,21
8402,21
28673,21
41237,21
60719,21
61806,21
68467,21
12410,21
54605,21
93887,21
50035,21
18712,21
2419,21
6741,21
13915,21
64039,21
10352,21
96728,21
60730,21
78090,21
5416,21
37262,21
37243,21
19862,21
63136,21
9821,21
51736,21
71008,21
33232,21
28654,21
27655,21
25324,21
50414,21
369,21
61275,21
62757,21
69120,21
33987,21
41505,21
71843,21
73903,21
79187,21
83228,21
5500,21
84394,21
88748,21
29835,21
75891,22
35115,22
49948,22
31948,22
58519,22
89678,22
91897,22
5845,22
19441,22
45938,22
84468,22
38020,22
2650,22
17189,22
11987,22
20722,22
23740,22
85635,22
87583,22
16643,22
42836,22
47969,22
31606,22
77628,22
57308,22
50293,22
53048,22
65717,22
25247,22
34728,22
87379,22
27518,22
42835,22
30698,22
9681,22
38248,22
56073,22
45575,22
36556,22
60584,22
53306,22
15094,22
14185,22
55586,22
33565,22
27350,22
88322,22
87974,22
5348,22
5092,22
30937,22
61684,23
52456,23
42306,23
61429,23
28145,23
53344,23
87108,23
89876,23
27058,23
2457,23
97856,23
47352,23
92261,23
31095,23
68310,23
47514,23
1751,23
3560,23
431,23
96966,23
94110,23
93032,23
90161,23
88053,23
82831,23
74737,23
65985,23
50117,23
49875,23
44738,23
41147,23
40396,23
20254,23
19848,23
9674,23
1450,23
99249,23
95514,24
67542,24
41751,24
24298,24
17396,24
21944,24
63464,24
24799,24
71371,24
74200,24
79583,24
15995,24
74590,24
70745,24
42824,24
81336,24
47733,24
56971,24
57200,24
592,24
39391,24
71346,24
14488,24
7990,24
28271,24
41004,24
67666,24
8671,24
80287,24
18359,24
96434,24
91943,24
87515,24
85865,24
84416,24
61198,24
54731,24
52722,24
49059,24
45284,24
42687,24
33001,24
27164,24
19189,24
11584,24
9627,24
8649,24
4878,24
20375,24
70636,25
63083,25
85253,25
30778,25
46810,25
25454,25
13509,25
92597,25
90494,25
2233,25
87992,25
8619,25
81447,25
4781,25
78597,25
43596,25
36930,25
26475,25
84559,25
14507,25
69000,25
61218,25
51174,25
48202,25
63493,25
12273,26
89369,26
36225,26
71146,26
38903,26
84233,26
42710,26
64548,26
78588,26
30423,26
54136,26
63711,26
91598,26
64405,26
51350,26
49687,26
95985,26
96290,26
26060,26
21457,26
94348,26
51540,26
79820,26
81891,26
9569,26
25065,26
19064,26
3077,26
61758,26
51259,26
84748,26
40423,26
90373,26
34192,26
31882,26
96099,26
69413,26
48695,27
31157,27
72070,27
473,27
45691,27
33042,27
15357,27
62971,27
75502,27
40900,27
70396,27
50893,27
87419,27
89448,27
17200,27
5708,27
43437,27
13798,27
22139,27
92006,27
72157,27
59497,27
89989,27
20735,27
28231,27
75902,27
27546,27
93128,27
82498,27
66910,27
64518,27
61346,27
57599,27
57186,27
52071,27
44180,27
41138,27
35585,27
22920,27
19969,27
18911,27
26124,27
32427,28
78067,28
28782,28
64682,28
84539,28
51920,28
64175,28
45579,28
45732,28
67737,28
57890,28
28811,28
96182,28
9608,28
64368,28
8318,28
68426,28
31639,28
65536,28
97670,28
33515,28
82986,28
87090,28
88361,28
51776,28
42904,28
37418,28
36778,28
47800,28
90054,29
38862,29
31403,29
89025,29
47444,29
90397,29
59450,29
32192,29
41374,29
4468,29
65634,29
88886,29
11568,29
91861,29
45957,29
80380,29
51025,29
79856,29
4475,29
78990,29
43323,29
42775,29
71558,29
73253,29
68538,29
9399,29
86056,29
69972,29
22954,29
46749,29
75041,29
99132,29
80188,29
67264,29
38323,29
32728,29
91639,29
10320,29
48777,29
88188,29
64225,29
65673,29
2744,29
22234,29
47492,29
20343,29
17304,29
13493,29
12193,29
74714,29
27600,29
10170,29
75597,29
8624,29
7124,29
6445,29
5867,29
31596,29
51194,29
2969,29
19517,29
65751,30
35711,30
97721,30
23494,30
20809,30
32090,30
32981,30
42823,30
38652,30
11454,30
22083,30
35305,30
9333,30
61277,30
15169,30
36020,30
41068,30
97619,30
34335,30
88176,30
60069,30
84640,30
67443,30
97278,30
13723,30
77787,30
1613,30
4466,30
49335,30
28135,30
37822,30
96502,30
97687,30
85465,30
64923,30
7205,30
15839,30
51799,30
89807,30
4331,30
389,30
77667,30
69537,30
66293,30
38647,30
54019,30
87319,30
15531,30
87772,30
88700,30
13345,30
12495,30
96779,30
2983,30
63600,30
54216,30
51199,30
43326,30
66675,30
71072,30
74874,30
74912,30
35241,30
75007,30
79658,30
83093,30
24644,30
24130,30
83510,30
64662,30
64751,31
69903,31
27601,31
38163,31
27499,31
56684,31
48124,31
56524,31
12559,31
5781,31
55956,31
27031,31
37161,31
23092,31
22524,31
83212,31
53345,31
67136,31
34297,31
23156,31
37409,31
94081,31
85723,31
84757,31
81085,31
79958,31
74621,31
70293,31
63328,31
60559,31
58856,31
57676,31
43533,31
34707,31
27055,31
20077,31
19381,31
18815,31
3981,31
430,31
59339,32
28732,32
47889,32
49338,32
82138,32
61896,32
37645,32
28244,32
47749,32
47515,32
6149,32
3052,32
20304,32
16776,32
31231,32
76271,32
44053,32
98597,32
33791,32
38251,32
72182,32
15363,32
45678,32
99128,32
95206,32
94804,32
93283,32
86237,32
85008,32
75434,32
66719,32
64400,32
43956,32
38168,32
4646,32
1560,32
75706,33
65169,33
94692,33
66899,33
47325,33
52484,33
32246,33
47487,33
76298,33
93178,33
44151,33
90802,33
5994,33
25747,33
27119,33
6361,33
86325,33
97216,33
55305,33
75038,33
38280,33
13275,33
43928,33
92357,33
30330,33
19516,33
18033,33
14140,33
76342,33
66154,33
65409,33
61659,33
87341,33
49717,33
1042,33
43223,33
37680,33
99894,33
29965,33
27825,33
26510,33
21083,33
5150,33
74715,33
34868,34
73222,34
85836,34
20389,34
9676,34
42441,34
53068,34
21601,34
88496,34
22589,34
82997,34
9756,34
78018,34
86321,34
54887,34
99634,34
79588,34
92449,34
79807,34
90420,34
13991,34
44927,34
70633,34
78389,34
12343,34
52831,34
23288,34
79967,34
96884,34
38309,34
96047,34
22546,34
52311,34
84994,34
16141,34
23447,34
59041,34
63469,34
78795,34
81479,34
81731,34
33080,34
15859,34
82042,34
91777,34
98764,34
31750,34
15252,35
94563,35
29662,35
86079,35
46696,35
98704,35
2860,35
27152,35
44425,35
14790,35
96705,35
71409,35
29728,35
55269,35
4541,35
23790,35
18143,35
55297,35
3723,35
94049,35
66738,35
39811,35
36670,35
79788,35
80809,35
96282,35
47984,35
58899,35
76604,35
353,35
88997,35
15654,35
26355,35
93705,35
25593,35
56932,35
69207,35
94234,35
32740,35
75922,35
30102,35
4817,35
55808,35
6064,35
55139,35
7144,35
74468,35
71471,35
73051,35
14264,35
13660,35
40328,35
44597,35
44692,35
49726,35
59641,35
20084,35
59802,35
70392,35
85257,35
99999,35
43762,35
26881,36
55277,36
72985,36
38486,36
80628,36
3913,36
96817,36
69394,36
71232,36
43842,36
14805,36
66476,36
47669,36
6765,36
13955,36
66312,36
65194,36
96393,36
14283,36
33706,36
89777,36
90880,36
81881,36
78397,36
69936,36
67575,36
64818,36
61412,36
58677,36
31967,36
19392,36
9055,36
7723,36
2518,36
447,36
32807,37
91515,37
22303,37
83980,37
29294,37
21051,37
63980,37
45457,37
18885,37
75243,37
39921,37
17211,37
30820,37
82056,37
17110,37
3250,37
36579,37
29546,37
43,37
81882,37
24099,37
27913,37
25805,37
25186,37
23433,37
71295,37
39152,37
42935,37
59934,37
87094,37
90701,37
92485,37
16474,37
6506,37
96077,37
30655,37
76270,38
30147,38
52189,38
29345,38
4477,38
90915,38
50066,38
22519,38
71442,38
57113,38
84308,38
32895,38
88494,38
15272,38
32682,38
56709,38
12228,38
87773,38
68569,38
4339,38
20281,38
7507,38
38675,38
78576,38
27318,38
40498,38
71511,38
60561,38
67475,38
47605,38
75329,38
17461,38
98984,38
92378,38
43521,38
28110,38
78595,38
88158,38
51864,38
35097,38
42828,38
39933,38
65008,38
68545,38
28580,38
78443,38
27987,38
80577,38
24294,38
23575,38
80835,38
81567,38
82094,38
85050,38
412,38
11574,38
9709,38
93706,38
7412,38
94261,38
96654,38
3259,38
35994,38
89824,39
39292,39
34987,39
65341,39
71650,39
24452,39
19874,39
88613,39
93267,39
17531,39
62676,39
63110,39
75964,39
40867,39
93755,39
42701,39
15915,39
83508,39
56586,39
1508,39
39084,39
44337,39
51322,39
94442,39
10951,39
70002,39
68690,39
61443,39
60820,39
57627,39
44492,39
12398,39
10455,39
97004,39
93654,40
76053,40
79315,40
12426,40
19595,40
4831,40
34794,40
70855,40
44499,40
2815,40
39670,40
35891,40
75539,40
46349,40
36992,40
31438,40
18316,40
57547,40
15729,40
9342,40
19451,40
35002,40
51625,40
28670,40
8024,40
14838,40
42860,40
8930,40
87650,40
26646,40
57170,40
83219,40
57084,40
5753,40
16419,40
61107,40
63327,40
28685,40
32319,40
59020,40
27011,40
98882,40
7426,40
82188,40
65234,40
12858,40
68848,40
10910,40
76534,40
87444,40
87708,40
29700,40
32605,40
37644,40
19564,40
42998,40
18531,40
50865,40
29545,40
96368,41
58969,41
92130,41
9398,41
98061,41
5239,41
18922,41
30895,41
97926,41
9570,41
4711,41
32327,41
15751,41
35866,41
21077,41
61006,41
43735,41
35974,41
12931,41
18410,41
93974,41
60544,41
10101,41
62092,41
70584,41
97861,41
30611,41
85900,41
92486,41
29880,41
90270,41
4862,41
71265,41
12332,41
74246,41
30519,41
30371,41
20409,41
4262,41
40440,41
64813,41
93517,41
63822,41
5293,41
99155,41
32792,41
74125,42
58567,42
51362,42
17998,42
44191,42
44511,42
67187,42
66118,42
55658,42
48452,42
21289,42
68528,42
75775,42
70740,42
40224,42
18479,42
94239,42
55432,42
2729,42
73655,42
63211,42
31571,42
6945,42
84300,42
96454,42
95627,42
93504,42
91738,42
82447,42
66864,42
55643,42
50034,42
49842,42
49456,42
45529,42
42660,42
39161,42
24725,42
98128,42
3218,43
59644,43
18830,43
82865,43
30027,43
5691,43
90413,43
45900,43
81249,43
69316,43
54853,43
46900,43
66918,43
80865,43
13546,43
38840,43
84524,43
1644,43
38798,43
2363,43
99996,43
96551,43
91984,43
66034,43
16504,43
84009,43
55142,43
28370,43
92717,43
68689,43
80995,43
51364,43
48374,43
83294,43
90187,43
35503,43
9544,43
99363,43
3430,43
66475,43
89638,44
15332,44
29134,44
25971,44
36320,44
77906,44
22859,44
66437,44
103,44
37864,44
47140,44
52750,44
8602,44
74245,44
20371,44
66964,44
51607,44
36130,44
80948,44
62352,44
55897,44
46525,44
99754,44
13856,44
95188,44
7602,44
8300,44
59090,44
90559,44
93218,44
21126,44
16814,44
98400,44
10705,44
66189,44
66295,44
76212,44
76460,44
76755,44
34786,44
81969,44
58751,44
38182,45
68923,45
65898,45
10166,45
16861,45
20737,45
15759,45
87730,45
80597,45
77549,45
13692,45
27876,45
27524,45
94053,45
92490,45
80444,45
69440,45
39101,45
53066,45
4675,45
80664,45
74336,45
78731,45
12830,45
51008,45
50508,45
39710,45
60782,45
65350,45
33067,45
66009,45
74229,45
26798,45
82853,45
83656,45
88616,45
94599,45
60338,45
98405,45
6248,45
5130,45
51357,45
44063,46
18049,46
50606,46
4048,46
27779,46
21579,46
93668,46
77700,46
4424,46
14544,46
78941,46
28985,46
79600,46
42532,46
52507,46
35518,46
93192,46
21591,46
27076,46
78675,46
64934,46
22700,46
27869,46
20321,46
53225,46
62788,46
61568,46
55173,46
38682,46
87693,46
39899,46
22956,46
70776,46
69912,46
91892,46
35259,46
92027,46
56955,46
8347,46
6017,46
98857,46
76095,46
50329,47
71009,47
62503,47
30332,47
11595,47
382,47
14325,47
53543,47
20758,47
10302,47
28080,47
38467,47
10845,47
68862,47
78969,47
26507,47
50102,47
15568,47
68447,47
88782,47
49893,47
61141,47
96905,47
11339,47
5993,47
39538,47
60882,47
47046,47
92365,47
61391,47
59991,47
94264,47
74555,47
79938,47
83795,47
88568,47
35761,47
55791,47
36393,47
22645,47
6473,47
49766,47
34204,47
76191,48
88736,48
45815,48
65020,48
24864,48
50336,48
24627,48
8656,48
8914,48
89686,48
5140,48
31289,48
9306,48
68075,48
94263,48
35941,48
7670,48
20198,48
28268,48
9969,48
78579,48
38737,48
92801,48
89260,48
46716,48
1660,48
83237,48
70712,48
87482,48
64022,48
63780,48
63595,48
45276,48
39063,48
35317,48
33228,48
32481,48
18177,48
97461,48
5520,48
81496,48
59900,49
12505,49
84012,49
48110,49
48051,49
97943,49
39211,49
33606,49
30140,49
7881,49
76649,49
48749,49
35233,49
72851,49
84595,49
1216,49
48108,49
67502,49
7987,49
4107,49
23742,49
56130,49
74922,49
25164,49
88303,49
74164,49
81542,49
97123,49
70476,49
46703,49
38137,49
38836,49
24109,49
88600,49
30956,49
60180,49
64330,49
65125,49
73297,49
72373,49
69799,49
66432,49
54662,49
53272,49
85885,49
45208,49
42078,49
37915,49
35335,49
89559,49
26413,49
14339,49
13350,49
97698,49
99190,49
7287,49
5138,49
3455,49
75239,49
59107,50
72724,50
11343,50
14052,50
59606,50
14884,50
87821,50
69827,50
29886,50
43438,50
78905,50
24209,50
61911,50
15699,50
90586,50
89715,50
48148,50
3032,50
88396,50
59250,50
92770,50
77181,50
33959,50
71825,50
88574,50
18026,50
12378,50
12379,50
62025,50
14807,50
38743,50
35829,50
79316,50
17403,50
85908,50
42818,50
25294,50
46883,50
13513,50
47242,50
65444,50
63877,50
39701,50
74096,51
82658,51
48224,51
25363,51
58280,51
35136,51
54003,51
11759,51
99624,51
95647,51
94214,51
63694,51
53744,51
76891,51
84863,51
1472,51
67452,51
82952,51
12642,51
607,51
82275,51
86014,51
63997,51
83635,51
81345,51
80085,51
16521,51
68459,51
4714,51
51855,51
52605,51
38896,51
4065,51
43764,51
25810,51
80849,51
42327,51
68463,51
63256,51
8675,51
39657,51
55220,51
60236,51
60801,51
23487,51
23169,51
20013,51
19225,51
18174,51
70373,51
76635,51
10416,51
48083,51
54281,51
41432,51
7948,51
5529,51
82642,51
4693,51
93900,51
3168,51
98844,51
48531,51
69618,52
71440,52
39007,52
16551,52
20915,52
21093,52
94358,52
96275,52
86368,52
69242,52
46261,52
25204,52
13494,52
93771,52
93699,52
50810,52
86768,52
75268,52
26850,52
76477,52
70109,52
36661,52
21796,52
59253,52
63331,52
44957,52
12578,52
76019,52
84898,52
21208,52
73024,52
24072,52
21607,52
88504,52
92872,52
95951,52
57479,52
55412,52
52538,52
71001,52
43377,52
74915,52
30428,52
27811,52
27385,52
81903,52
3780,52
3095,52
2393,52
87175,53
26583,53
60230,53
64826,53
5527,53
1414,53
72885,53
42472,53
46517,53
92442,53
9958,53
489,53
14921,53
77170,53
93488,53
16654,53
57772,53
2651,53
91910,53
36229,53
84567,53
97330,53
60643,53
36809,53
76051,53
68767,53
95434,53
78689,53
97215,53
32755,53
90502,53
75584,53
18163,53
64393,53
84106,53
12853,53
51024,53
55711,53
31861,53
89269,53
2699,53
77125,53
2052,53
79341,53
44589,53
14545,54
95681,54
3422,54
8414,54
71906,54
68066,54
42842,54
84829,54
9046,54
44099,54
21232,54
68967,54
19116,54
9280,54
61578,54
50867,54
19809,54
57071,54
45492,54
159,54
47103,54
37373,54
80970,54
20812,54
17829,54
82521,54
14221,54
79844,54
30856,54
12243,54
82204,54
65024,54
58843,54
21951,54
18520,54
44398,54
29157,54
25905,54
35220,54
52960,54
70431,54
70863,54
95582,54
96122,54
28703,54
72652,55
85030,55
12323,55
63723,55
51807,55
68417,55
61409,55
2608,55
34869,55
23095,55
86753,55
90845,55
43981,55
7944,55
35581,55
49270,55
31956,55
29830,55
64907,55
53020,55
53257,55
12223,55
6692,55
51797,55
73460,55
88192,55
62607,55
93697,55
23551,55
14690,55
46134,55
40929,55
9603,55
13644,55
18333,55
98943,55
98432,55
79248,55
65686,55
50261,55
47359,55
40665,55
38854,55
1836,55
9921,55
15949,55
18111,56
53577,56
80079,56
947,56
23832,56
99794,56
30558,56
38755,56
73491,56
80087,56
36182,56
74264,56
13122,56
45381,56
17595,56
2768,56
89285,56
1159,56
43708,56
45392,56
18234,56
23887,56
26584,56
82530,56
19363,56
21655,56
99915,56
59119,56
56244,56
86715,56
59421,56
88774,56
29868,56
99113,56
18845,56
14009,56
14979,56
19599,56
11193,56
29399,56
81058,56
77520,56
80373,56
94490,56
67353,56
20958,56
83438,56
86095,56
87368,56
14658,56
87455,56
7993,56
7651,56
4549,56
4364,56
36456,56
50135,56
33414,56
31100,56
53238,56
56997,56
63360,56
26535,56
64001,56
1184,56
98531,56
42923,56
14449,57
24587,57
91591,57
55569,57
98338,57
55089,57
72807,57
60541,57
65087,57
38702,57
87565,57
8705,57
23886,57
80728,57
41189,57
28778,57
14082,57
67283,57
27019,57
96910,57
13833,57
83964,57
57006,57
33323,57
1322,57
96103,57
75108,57
14527,57
37700,57
42156,57
67684,57
43560,57
64531,57
68319,57
49162,57
91637,57
49395,57
62400,57
13837,57
78139,57
27252,57
88843,57
26089,57
64769,57
67999,57
21489,57
47895,57
69774,57
70311,57
90495,57
11534,57
51654,57
94535,57
38344,57
93336,57
31846,57
8056,57
43557,57
47283,58
68264,58
30,58
44175,58
47062,58
3637,58
62985,58
57076,58
45060,58
79995,58
71767,58
64495,58
51020,58
15182,58
55805,58
64634,58
91641,58
69347,58
1422,58
58067,58
77149,58
43474,58
95271,58
12813,58
95304,58
21997,58
66957,58
49349,58
78801,58
33362,58
27956,58
26219,58
25130,58
80609,58
84028,58
11000,58
6778,58
92960,58
56394,58
57609,58
44233,58
70876,58
51307,58
24600,59
37574,59
12735,59
43552,59
85990,59
8811,59
9558,59
30255,59
10662,59
71728,59
29578,59
89884,59
59009,59
50973,59
66384,59
58400,59
26455,59
10989,59
5186,59
7588,59
49411,59
32899,59
5733,59
96044,59
20526,59
29342,59
23789,59
48390,59
62041,59
27715,59
62085,59
26412,59
69059,59
23990,59
23260,59
44426,59
36917,59
47511,59
30026,59
16413,59
16029,59
14202,59
70939,59
11451,59
78871,59
83559,59
84060,59
85018,59
92203,59
95294,59
1980,59
3991,59
39779,59
76905,60
39219,60
16014,60
89155,60
1701,60
22190,60
40017,60
58786,60
76851,60
13594,60
41274,60
21966,60
11723,60
51109,60
92944,60
38916,60
38229,60
53206,60
91211,60
47662,60
92868,60
30186,60
71456,60
43532,60
75734,60
46690,60
8860,60
72723,60
384,60
64774,60
17888,60
83175,60
73174,60
89145,60
60342,60
69714,60
81062,60
54634,60
34798,60
86171,60
21019,60
20585,60
19946,60
18823,60
16637,60
90333,60
93944,60
9982,60
94401,60
6947,60
99787,60
58840,60
45921,61
47176,61
49074,61
48088,61
17885,61
35051,61
85971,61
12439,61
33378,61
42223,61
40964,61
44578,61
4591,61
41430,61
74509,61
44634,61
20777,61
76544,61
74717,61
10930,61
55315,61
88045,61
83307,61
59185,61
71841,61
74147,61
81288,61
40326,61
60982,61
43916,61
76092,61
62470,61
89609,61
15991,61
54619,61
54677,61
22511,61
61598,61
18775,61
64233,61
16176,61
51284,61
15162,61
71778,61
75910,61
5726,61
2932,61
35884,61
72414,62
74632,62
4580,62
18739,62
94626,62
45576,62
16610,62
48017,62
10935,62
38129,62
83456,62
10690,62
61323,62
95846,62
16133,62
85772,62
47729,62
42735,62
3654,62
35562,62
45868,62
14156,62
27706,62
29404,62
79272,62
96417,62
89009,62
57477,62
96405,62
8025,62
66219,62
34135,62
30361,62
66763,62
27863,62
67137,62
21622,62
82133,62
85765,62
88944,62
92256,62
93854,62
7366,62
6131,62
52825,62
54329,62
56836,62
64350,62
53262,62
46493,63
58147,63
41089,63
